Text	Label
the treatment has a 01 mortality ratecompare that to the 5 mortality rate from confirmed global tests whats outrageous isnt the trump supporters offering hope but that this treatment isnt already being prescribed to every covid19 patient everywhere by now	UNINFORMATIVE
#covidー19 #covid19 #covid19ns every patient ive prescribed it to has been very very ill and within 8 to 12 hours they were basically symptomfree he stated sunday on kabctv so clinically i am seeing a resolution via	UNINFORMATIVE
#covidー19 #covid19 #covid19ns every patient ive prescribed it to has been extremely ill but within 8 to 12 hours they were nearly symptomfree he said sunday on kabctvso in my clinical experience theres a clear improvement happening	UNINFORMATIVE
us coronavirus death toll reaches 17 at least half of us states confirm cases the washington post via	INFORMATIVE
the us coronavirus death toll hits 17 with at least half of all states reporting confirmed cases according to the washington post via	INFORMATIVE
news conference at 2 pm reminder on selfisolation no need to panic stay home if you have just arrived in #nwt for 14 days #covid19 #yellowknife	UNINFORMATIVE
reminder news conference at 2 pm about selfisolation no need to panic just stay home for 14 days if youve recently arrived in #nwt #covid19 #yellowknife	UNINFORMATIVE
new york covid19 cases surge to 45 dozens under mandatory quarantine order nbc new york	INFORMATIVE
new york sees surge in covid19 cases hits 45 dozen under mandatory quarantine order nbc new york	INFORMATIVE
health officials in alberta say there are 31 new covid19 cases in the province bringing the number up to 226 here is an updated breakdown for each zone #coronaviruspandemic #yql #yyc #yeg	INFORMATIVE
alberta health officials report 31 new covid19 cases raising the total to 226 in the province heres an updated breakdown by zone #coronaviruspandemic #yql #yyc #yeg	INFORMATIVE
lesley david head at west raynham primary despite being ill herself not coronavirus she has been at the helm throughout	UNINFORMATIVE
lesley david head of west raynham primary has remained at the helm throughout despite dealing with her own illness not related to coronavirus	UNINFORMATIVE
enjoyed your covid leadership assessment might i make the case for south africas cyril ramaphosa to be included decisive compassionate action faster and tougher than most in west vital african leadership for an immunosuppressed country	UNINFORMATIVE
i enjoyed your assessment of pandemic leadershipwould you consider adding south africas cyril ramaphosa to the list his decisive and compassionate actions were quicker and stronger than many in the west offering crucial leadership for an immunosuppressed nation	UNINFORMATIVE
californias alameda county confirms 2nd case of #coronavirus is a hospitalized older adult who was former passenger on grand princess cruise there are now at least 11 confirmed us cases #covid19 from former passengers who were on the cruise ship	INFORMATIVE
alameda county california reports its second coronavirus case involving a hospitalized elderly individual who previously sailed on the grand princess cruise this brings the total number of confirmed us cases linked to the ship to at least 11 passengers	INFORMATIVE
no one knew she had it shea couleé of rupauls drag race says cousin died from the coronavirus and is growing concerned for other family members via	INFORMATIVE
shea couleé from rupauls drag race reveals her cousin passed away from the coronavirus and shes now worried about other family members	INFORMATIVE
something to consider poop provides an early sign coronavirus cases will rise study says	UNINFORMATIVE
a study suggests that detecting coronavirus in poop could serve as an early indicator of rising cases	UNINFORMATIVE
dhhrs daily #wvcovid19 update is out wv now has its third coronavirusrelated death a 76yearold man from the sundale nursing home facility in monongalia county 42 new cases 324 total positive cases	INFORMATIVE
the dhhrs daily #wvcovid19 update is herewest virginia now reports its third coronavirusrelated death a 76yearold man from the sundale nursing home in monongalia county along with 42 new cases bringing the total to 324 positive cases	INFORMATIVE
statistics on the coronavirus in the us 505599 confirmed cases with 18803 deaths12 million people your administration is not funding covid19 testing which helps doctors track the virus that means americans will pay dearly for this chaotic governments actions thx a lot	INFORMATIVE
the us has 505599 confirmed coronavirus cases and 18803 deaths with 12 million people affected your administration isnt funding covid19 testing which doctors rely on to track the virus this lack of support means americans will suffer greatly from the governments chaotic actions thanks a lot	INFORMATIVE
coronavirus update us cases top 10k as testing ramps up italian deaths vault above chinas via	INFORMATIVE
coronavirus update us cases surpass 10000 as testing expands italys death toll jumps above chinas	INFORMATIVE
at least 4 cases have been filed in madurai for conducting friday prayers in mosques despite the curfew and strict order from govt to shut religious places they are unstoppable #covid2019india	INFORMATIVE
at least four cases have been reported in madurai for holding friday prayers in mosques despite the curfew and government orders to keep religious places closed they just cant be stopped #covid2019india	INFORMATIVE
asia begins holidaythinned trade in the red amid weakness in us equity futures oil price volatility while virus fears linger after us recently suffered the highest coronavirus daily casualties and surpassed italy with the largest death toll nikkei 225 04 kospi 07	UNINFORMATIVE
